武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,雷バフ,バフ落下,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82345,3187.066,1504.517,1.5,0.9,0,0.6,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82345,3187.066,1504.517,1.5,0.9,0,0.6,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82343,4114.405,2365.987,1.02,0.49,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82343,4114.405,2365.987,1.02,0.49,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離+夜蘭(終焉、9秒平均),82337,3779.584,2194.054,1.62,0.34,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82336,4624.583,2194.054,1.43,0.15,0,1.28,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82306,5216.604,3073.901,1.77,0.49,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82273,4517.469,2831.804,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82273,4517.469,2831.804,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82273,4517.469,2831.804,1.33,1.05,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
裁断,残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82243,4205.575,2142.267,0.77,0.49,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82243,4205.575,2142.267,0.77,0.49,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82242,3932.435,2142.267,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82242,3932.435,2142.267,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82240,4322.984,2194.054,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82230,4525.865,2365.987,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),華館+剣闘士,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82195,4772.121,2847.784,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82195,4772.121,2847.784,1.65,1.05,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館+剣闘士,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82193,4772.121,2847.784,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),華館+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82193,4772.121,2847.784,1.65,1.05,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82192,3792.235,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82192,3792.235,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82163,3083.32,1728.237,1.43,0.9,0,0.53,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82163,3083.32,1728.237,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82163,3083.32,1728.237,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82115,2913.51,1504.517,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82115,2913.51,1504.517,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
裁断,ファントム+剣闘士,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,ファントム+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,ファントム+残響,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,ファントム+残響,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,剣闘士4,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82105,4032.575,2142.267,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82105,3835.865,2365.987,0.83,0.3,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82089,4639.203,3073.901,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+防御%+防御%,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82089,4639.203,3073.901,2.08,0.8,0,1.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+防御%+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82089,4639.203,3073.901,2.08,0.8,0,1.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,1.4,0,0.53,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,1.4,0,0.53,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82063,2787.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82052,4517.469,2831.804,0.58,0.3,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82040,3083.32,1728.237,1.43,0.9,0,0.53,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82040,3083.32,1728.237,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82040,3083.32,1728.237,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82020,4664.069,2831.804,0.77,0.49,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
末路(R2、30%以下),ファントム4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81965,4783.593,2608.084,1.33,1.05,0,0.28,1.00:2.03,2.03,,0.23:1.13,0,0,1.6
末路(R2、30%以下),ファントム4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81965,4783.593,2608.084,1.33,1.05,0,0.28,1.00:2.03,2.03,,0.55:0.51,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81911,4209.73,1504.517,1.43,0.15,0,1.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81911,4209.73,1504.517,1.43,0.15,0,1.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
末路(R2、30%以下),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81907,4516.775,2381.967,1.58,1.05,0,0.53,0.84:1.67,2.00,,0.41:0.77,0,0,1.6
末路(R2、30%以下),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81907,4516.775,2381.967,1.58,1.05,0,0.53,0.84:1.67,2.00,,0.73:0.15,0,0,1.6
裁断,残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81884,4032.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,残響4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81884,4032.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81881,5509.069,2831.804,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),81839,4512.585,2847.784,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),81839,4512.585,2847.784,1.52,0.99,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
裁断,残響4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81814,4722.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,残響4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81814,4722.575,2142.267,0.58,0.3,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),81781,3229.92,1728.237,1.62,0.34,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81768,4962.275,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81768,4962.275,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81729,3124.33,1504.517,2.18,0.9,0,1.28,0.85:1.69,2.00,,0.20:1.19,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81729,3124.33,1504.517,2.18,0.9,0,1.28,0.85:1.69,2.00,,0.52:0.57,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81715,4240.321,2381.967,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81715,4240.321,2381.967,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),81658,3229.92,1728.237,1.62,0.34,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81642,3967.805,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81642,3967.805,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81635,4657.805,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81635,4657.805,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
裁断,ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81542,3124.33,1504.517,1.18,0.9,0,0.28,1.00:2.05,2.05,,0.02:1.55,0,0,1.6
裁断,ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81542,3124.33,1504.517,1.18,0.9,0,0.28,1.00:2.05,2.05,,0.34:0.93,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81542,5207.469,2831.804,0.58,0.3,0,0.28,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81501,4517.469,2831.804,0.58,0.3,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
裁断,剣闘士+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81453,4582.239,2608.084,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,剣闘士+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81453,4582.239,2608.084,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
裁断,残響+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81453,4582.239,2608.084,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,残響+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81453,4582.239,2608.084,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81451,4930.321,2381.967,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81451,4930.321,2381.967,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81441,5746.803,3073.901,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81419,4799.731,2142.267,1.15,0.3,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81417,4799.731,2142.267,1.15,0.3,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81385,4372.385,2847.784,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81385,4372.385,2847.784,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81380,4517.469,2831.804,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81380,4517.469,2831.804,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81380,4517.469,2831.804,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
実りの鈎鉈(5),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81304,4086.377,2381.967,1.15,0.3,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,81303,4086.377,2381.967,1.15,0.3,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
葦海の標(2),剣闘士+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),81293,4794.779,2608.084,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
